path,split
madang5/chunhyangga/iseonyu/myeonginmyeongchangseonjip(6) dongpyeonje pansori/06-iseonyu-chunhyangga jung toeryeonghu.csv,train
madang5/chunhyangga/iseonyu/pan-chun-036 pansorimyeongchang iseonyu/02-iseonyu-chunhyangga_gwanghanru.csv,train
madang5/chunhyangga/iseonyu/pan-chun-036 pansorimyeongchang iseonyu/03-iseonyu-chunhyangga_ibyeolga.csv,train
"madang5/chunhyangga/jeongeunhye/pansori pansoriui jeolmeun myeongchangdeul CD-1/01-jeongeunhye(chang),imhyeonbin(gosu)-chunhyangga_orijeongibyeol_aniri,jinyangjo.csv",train
"madang5/chunhyangga/jeongeunhye/pansori pansoriui jeolmeun myeongchangdeul CD-1/02-jeongeunhye(chang),imhyeonbin(gosu)-chunhyangga_orijeongibyeol_aniri,jajinmori,jungmori.csv",train
"madang5/chunhyangga/jeongeunhye/pansori pansoriui jeolmeun myeongchangdeul CD-1/03-jeongeunhye(chang),imhyeonbin(gosu)-chunhyangga_orijeongibyeol_aniri,jungmori,jajinmori,jungmori.csv",train
"madang5/chunhyangga/jeongeunhye/pansori pansoriui jeolmeun myeongchangdeul CD-1/04-jeongeunhye(chang),imhyeonbin(gosu)-chunhyangga_okjungga_aniri,jungjungmori,aniri,jinyangjo.csv",train
madang5/chunhyangga/jeongjeongryeol/gimseonyeongsojang yuseonggieumban(MP3)/11 - ibyeolga(sang)-jeongjeongryeol.csv,train
madang5/chunhyangga/jeongjeongryeol/gimseonyeongsojang yuseonggieumban(MP3)/12 - ibyeolga(ha)-jeongjeongryeol.csv,train
madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/01-jeongjeongryeol-chunhyangga jung chunhyang ibyeoljeon.csv,test
"madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/02-jeongjeongryeol-chunhyangga jung cheonja puri,gisaengjeomgo.csv",test
madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/03-jeongjeongryeol-okrumong jung gangnamhongeul mannada.csv,train
madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/04-jeongjeongryeol-sindanga jeokbyeokbu.csv,train
madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/05-jeongjeongryeol-danga bulsubin.csv,train
madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/06-jeongjeongryeol-chunhyangga jung nanhyangi chunhyangui hwejeoreul ganggwon.csv,train
"madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/07-jeongjeongryeol-chunhyangga jung mongjungga,amhaengeosa naryeoonande.csv",test
"madang5/chunhyangga/jeongjeongryeol/jeongjeongryeol pansori seonjip/08-jeongjeongryeol-chunhyangga jung bakseoktuireul neomeo seoseo,eosawa chunhyangmo.csv",train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/01-jeongjeongryeol-danga_bulsubin.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/02-jeongjeongryeol-danga_jeokbyeokbu.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/03-jeongjeongryeol-chunhyangga_cheonjadwipuri.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/04-jeongjeongryeol-chunhyangga_ibyeolga.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/05-jeongjeongryeol-chunhyangga_gisaengjeomgo.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/06-jeongjeongryeol-chunhyangga_mongjungga.csv,valid
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/07-jeongjeongryeol-chunhyangga_nanhyangi chunhyang hwejeoreul ganggwon.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/08-jeongjeongryeol-chunhyangga_eosa namwonhaeng.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/09-jeongjeongryeol-chunhyangga_bakseokti.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/10-jeongjeongryeol-chunhyangga_eosawa jangmo.csv,train
madang5/chunhyangga/jeongjeongryeol/pan-chun-038 pansori5myeongchang/08-jeongjeongryeol-mongjungga(chunhyanggajung).csv,train
madang5/chunhyangga/jeongjeongryeol/pan-chun-038 pansori5myeongchang/09-jeongjeongryeol-eosa namwonhaeng(chunhyanggajung).csv,train
madang5/chunhyangga/jojuseon/jojuseon_pansori/02-jojuseon-sacheolga.csv,train
madang5/chunhyangga/jojuseon/jojuseon_pansori/03-jojuseon-sarangga.csv,train
madang5/chunhyangga/jojuseon/jojuseon_pansori/04-jojuseon-ibyeolga.csv,train
madang5/chunhyangga/jojuseon/jojuseon_pansori/05-jojuseon-ssukdaemeori.csv,train
"madang5/chunhyangga/jonongok/pan-0-007 SPsidaeui pansori yeoryu myeongchangdeul 4 baeseolhyang,gimsohyang,baksochun,jonongok/16-jonongok-chunhyangmo naoneun de.csv",train
"madang5/chunhyangga/jonongok/pan-0-007 SPsidaeui pansori yeoryu myeongchangdeul 4 baeseolhyang,gimsohyang,baksochun,jonongok/17-jonongok-chunhyanggwa chunhyangmo.csv",train
"madang5/chunhyangga/jonongok/pan-0-007 SPsidaeui pansori yeoryu myeongchangdeul 4 baeseolhyang,gimsohyang,baksochun,jonongok/18-jonongok-chunhyang jatan.csv",train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/01-josanghyeon-meintema_sarangga.csv,train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/02-josanghyeon-honam jwado namwonbuneun.csv,valid
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/03-josanghyeon-jeokseongsan achimnal.csv,train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/05-josanghyeon-baekbaekhonghongnanmanjung.csv,train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/06-josanghyeon-toeryeong sori gilge nani.csv,train
"madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/07-josanghyeon-sarangga, geu cheotjjae sori.csv",train
"madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/08-josanghyeon-sarangga, geu duljjae sori.csv",train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/09-josanghyeon-ibyeolga.csv,test
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/10-josanghyeon-ganeun nimeul baraboni.csv,train
"madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/11-josanghyeon-galkkabuda, galkkabuda.csv",train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/12-josanghyeon-byeonhakdo singwandoeeo naeryeooneundi.csv,train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/13-josanghyeon-sipjangga.csv,test
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/15-josanghyeon-imongryong jangwongeupjee jeonraeosara.csv,valid
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/17-josanghyeonbakseokchi olraseoseo.csv,train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/18-josanghyeon-okjungsangbong.csv,valid
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/19-josanghyeon-gwonjuga.csv,train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/20-josanghyeon-amhaengeosa chulttoyeo.csv,train
madang5/chunhyangga/josanghyeon/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/22-josanghyeon-deojildeojil.csv,test
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-1/01-josanghyeon-chunhyangga_honamjwado namwonbuneun(aniri)~.csv,train
"madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-1/02-josanghyeon-chunhyangga_~yeobo,jangmo,yeomryeomao(jajeun jungmori).csv",train
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-2/01-josanghyeon-chunhyangga_chunhyangmo suljan badeodeulgo(aniri)~.csv,train
"madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-2/02-josanghyeon-chunhyangga_~motheojiya,motheojiya(neujeun jungmori).csv",train
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-3/01-josanghyeon-chunhyangga_geuttaeeu chunhyangiga(aniri)~.csv,train
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-3/02-josanghyeon-chunhyangga_~saryeong dwireul ttaraganda(jinyang).csv,train
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-4/01-josanghyeon-chunhyangga_saryeongdeuri dalryeodeureo(aniri)~.csv,train
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-4/02-josanghyeon-chunhyangga_~eosa byeonbogeul charinda(jungmori).csv,test
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-5/01-josanghyeon-chunhyangga_han morongireul doradeuni(aniri)~.csv,train
"madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-5/02-josanghyeon-chunhyangga_~eo,jal meogeotda(aniri).csv",test
"madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-6/01-josanghyeon-chunhyangga_chogyeong,igyeong,sam,sa,ogyeongi(jinyang)~.csv",train
madang5/chunhyangga/josanghyeon/pan-chun-021 beuritaenikeo pansori chunhyangga 6/pan-chun-021 beuritaenikeo pansori chunhyangga 6-6/02-josanghyeon-chunhyangga_~geuttaeui eosattoneun(eotjungmori).csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/01-changgeuk chunhyangga_choip.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/02-changgeuk chunhyangga_jeokseongga.csv,valid
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/03-changgeuk chunhyangga_idoryeong,chunhyang geunetaneun moseup boneunde.csv",train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/04-changgeuk chunhyangga_bangja,idoryeongege chunhyangmal jeonhaneunde.csv",train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/05-changgeuk chunhyangga_chunhyangjip geonneoganeunde.csv,valid
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/06-changgeuk chunhyangga_chunhyangmo naoneunde.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/07-changgeuk chunhyangga_chunhyang chulsaengnaeryeok ireuneunde.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-004 josanghyeon pansori changgeuk chunhyangga 1/08-changgeuk chunhyangga_sarangga.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/01-changgeuk chunhyangga_ibyeolcha ganeunde.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/02-changgeuk chunhyangga_ibyeolgohaneunde.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/03-changgeuk chunhyangga_chunhyangmo jatanhaneunde.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/04-changgeuk chunhyangga_hutnal giyakhaneunde.csv,train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/05-changgeuk chunhyangga_chunhyang,idoryeong ibyeolhaneunde.csv",train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/06-changgeuk chunhyangga_chunhyangi sangsaui jeong.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/07-changgeuk chunhyangga_sinyeonmaji.csv,valid
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-005 josanghyeon pansori changgeuk chunhyangga 2/08-changgeuk chunhyangga_gisaengjeomgo haneunde.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/01-changgeuk chunhyangga_haengsugisaeng naganeunde.csv,test
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/02-changgeuk chunhyangga_gunrosaryeong naganeunde.csv,test
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/03-changgeuk chunhyangga_chunhyang,saryeongttareo naganeunde.csv",train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/04-changgeuk chunhyangga_satto,chunhyangege sujakhaneunde.csv",valid
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/05-changgeuk chunhyangga_sipjangga 1.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/06-changgeuk chunhyangga_sipjangga 2.csv,valid
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/07-changgeuk chunhyangga_chunhyang,oge gathyeo tansikhaneunde.csv",train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/08-changgeuk chunhyangga_idoryeong,gwageogeupje haneunde.csv",train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-006 josanghyeon pansori changgeuk chunhyangga 3/09-changgeuk chunhyangga_nongbuga.csv,train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-007 josanghyeon pansori changgeuk chunhyangga 4/01-changgeuk chunhyangga_bakseokchi olraseonde.csv,train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-007 josanghyeon pansori changgeuk chunhyangga 4/02-changgeuk chunhyangga_eosa,chunhyangjip deureoseoneunde.csv",train
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-007 josanghyeon pansori changgeuk chunhyangga 4/03-changgeuk chunhyangga_ogeuro chunhyang chajaganeunde.csv,train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-007 josanghyeon pansori changgeuk chunhyangga 4/04-changgeuk chunhyangga_eosa,chunhyang okjungsangbong1.csv",train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-007 josanghyeon pansori changgeuk chunhyangga 4/05-changgeuk chunhyangga_eosa,chunhyang okjungsangbong2.csv",valid
madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-007 josanghyeon pansori changgeuk chunhyangga 4/06-changgeuk chunhyangga_satto saengiljanchi haneunde.csv,train
"madang5/chunhyangga/josanghyeon/seong-geuk-004-007 josanghyeon pansori changgeuk chunhyangga/seong-geuk-007 josanghyeon pansori changgeuk chunhyangga 4/07-changgeuk chunhyangga_chunhyang,eosaape naoneunde~kkeutkkaji.csv",test
madang5/chunhyangga/ojeongsuk/pan-0-002 `93 iryo myeongin myeongchangjeon 5 ojeongsuk pansori(silhwang)/02-ojeongsuk-chunhyangga(ipchechang)_chunhyangmo eosasangbong daemok.csv,train
madang5/chunhyangga/seongchangsun/pan-0-003 `93 iryo myeongin myeongchangjeon 9 seongchangsun pansori(silhwang)/01-seongchangsun-danga(undampunggyeong).csv,train
madang5/chunhyangga/seongchangsun/pan-0-003 `93 iryo myeongin myeongchangjeon 9 seongchangsun pansori(silhwang)/02-seongchangsun-chunhyangga.csv,train
madang5/chunhyangga/seongchangsun/pan-0-003 `93 iryo myeongin myeongchangjeon 9 seongchangsun pansori(silhwang)/03-seongchangsun-chunhyangga.csv,train
madang5/chunhyangga/seongchangsun/pan-0-020 seongchangsun pansori moeum/03-seongchangsun-chunhyangga(jeokseongga).csv,valid
madang5/chunhyangga/seonguhyang/pan-0-025 deugeum Vol.1 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok1/02-seonguhyang-chunhyangga_cheonja dwitpuri.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/01-seonguhyang-chunhyangga_choip~gisanyeongsu.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/02-seonguhyang-chunhyangga_bangjaga idoryeongui bunbudeutgo nagwi anjangeul jitneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/03-seonguhyang-chunhyangga_idoryeongi gwanghanrueseo gugyeonghaneun de(jeokseongga~chunhyangi deungjanghaneun de).csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/04-seonguhyang-chunhyangga_idoryeongi chunhyangui noneun geodongeul bogo bangjaege nuguinji mutneun de~bangjaga idoryeongege chunhyange daehae aroeneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/05-seonguhyang-chunhyangga_bangjaga chunhyangeul bureureo ganeun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/06-seonguhyang-chunhyangga_bangjaga chunhyangege geureun naeryeokgwa sansereul ireuneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/07-seonguhyang-chunhyangga_bangjaga idoryeongege chunhyangjip gyeongchireul aroeneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/08-seonguhyang-chunhyangga_idoryeongi cheonjadwipurireul haneun de.csv,test
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/09-seonguhyang-chunhyangga_toeryeong hu idoryeongi chunhyangjibeuro ganeun de.csv,valid
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/10-seonguhyang-chunhyangga_idoryeongi chunhyangbangui seohwareul gamsanghaneun de.csv,test
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/11-seonguhyang-chunhyangga_idoryeongi chunhyanggwa baeknyeoneonyageul haneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/12-seonguhyang-chunhyangga_gin sarangga.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/13-seonguhyang-chunhyangga_jajin sarangga~chunhyangi idoryeongeul eopgo noneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-022 seonguhyang chunhyangga (choip~sarangga)/14-seonguhyang-chunhyangga_idoryeongi gungja noraereul haneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/01-seonguhyang-chunhyangga_choip~gisanyeongsu.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/02-seonguhyang-chunhyangga_bangjaga idoryeongui bunbudeutgo nagwi anjangeul jitneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/03-seonguhyang-chunhyangga_idoryeongi gwanghanrueseo gugyeonghaneun de(jeokseongga~chunhyangi deungjanghaneun de).csv,valid
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/04-seonguhyang-chunhyangga_idoryeongi chunhyangui noneun geodongeul bogo bangjaege nuguinji mutneun de~bangjaga idoryeongege chunhyange daehae aroeneun de.csv,valid
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/05-seonguhyang-chunhyangga_bangjaga chunhyangeul bureureo ganeun de.csv,test
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/06-seonguhyang-chunhyangga_bangjaga chunhyangege geureun naeryeokgwa sansereul ireuneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/07-seonguhyang-chunhyangga_bangjaga idoryeonge chunhyangjip gyeongchireul aroeneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/08-seonguhyang-chunhyangga_idoryeongi cheonjadwipurireul haneun de.csv,test
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/09-seonguhyang-chunhyangga_toeryeong hu idoryeongi chunhyangjibeuro ganeun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/10-seonguhyang-chunhyangga_idoryeongi chunhyangbangui seohwareul gamsanghaneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 1/11-seonguhyang-chunhyangga_idoryeongi chunhyanggwa baeknyeoneonyageul haneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 2/01-seonguhyang-chunhyangga_gin sarangga.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 2/02-seonguhyang-chunhyangga_jajin sarangga~chunhyangi idoryeongeul eopgo noneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 2/03-seonguhyang-chunhyangga_idoryeongi gungja noraereul haneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 2/04-seonguhyang-chunhyangga_ibyeolga(1) choip~warak ttwieo.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 2/05-seonguhyang-chunhyangga_ibyeolga(2) chunhyang mochini naonda.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 2/06-seonguhyang-chunhyangga_ibyeolga(3) iljeoltonggok~chunhyanggwa idoryeongi jeongpyo jugo batneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 2/07-seonguhyang-chunhyangga_ibyeolga(4) chunhyanggwa idoryeong ibyeolhaneun de.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 3/01-seonguhyang-chunhyangga_sinyeonmaji.csv,test
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 3/02-seonguhyang-chunhyangga_gisaeng jeomgo.csv,test
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 3/03-seonguhyang-chunhyangga_haengsugisaengi naganda~gunro gisaengi naganda.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 3/04-seonguhyang-chunhyangga_galkkabuda~dontaryeong.csv,train
madang5/chunhyangga/seonguhyang/pan-chun-025 seonguhyang chunhyangga/pan-chun-025 seonguhyang chunhyangga 3/05-seonguhyang-chunhyangga_chunhyangi saryeong dwireul ttaraganeun de~chunhyangi singwansatto sucheongeul geojeolhaneun de.csv,train
